X1|DATE_ID|DATE_KEY|D1_NO|D1_VALUE|D2_NO|D2_VALUE|D3_NO|D3_VALUE|D4_NO|D4_VALUE|D5_NO|D5_VALUE|D6_NO|D6_VALUE|D7_NO|D7_VALUE|D8_NO|D8_VALUE|D9_NO|D9_VALUE|D10_NO|D10_VALUE|D11_NO|D11_VALUE|D12_NO|D12_VALUE|D13_NO|D13_VALUE|D14_NO|D14_VALUE|D15_NO|D15_VALUE|D16_NO|D16_VALUE|D17_NO|D17_VALUE|D18_NO|D18_VALUE|D19_NO|D19_VALUE|D20_NO|D20_VALUE|LAST_EDIT_TYPE|CREATE_ID|UPDATE_ID
50|2014-11-28|2014-11-28|201448|"Date Attribute - 201448"|201411|"Date Attribute - 201411"|2014|"Date Attribute - 2014"|20144|"Date Attribute - 20144"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-04-18|2014-04-18|201416|"Date Attribute - 201416"|201404|"Date Attribute - 201404"|2014|"Date Attribute - 2014"|20142|"Date Attribute - 20142"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-07-25|2014-07-25|201430|"Date Attribute - 201430"|201407|"Date Attribute - 201407"|2014|"Date Attribute - 2014"|20143|"Date Attribute - 20143"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-03-17|2014-03-17|201412|"Date Attribute - 201412"|201403|"Date Attribute - 201403"|2014|"Date Attribute - 2014"|20141|"Date Attribute - 20141"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2013-11-05|2013-11-05|201345|"Date Attribute - 201345"|201311|"Date Attribute - 201311"|2013|"Date Attribute - 2013"|20134|"Date Attribute - 20134"|2013|"Date Attribute - 2013"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-10-26|2014-10-26|201443|"Date Attribute - 201443"|201410|"Date Attribute - 201410"|2014|"Date Attribute - 2014"|20144|"Date Attribute - 20144"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-03-26|2014-03-26|201413|"Date Attribute - 201413"|201403|"Date Attribute - 201403"|2014|"Date Attribute - 2014"|20141|"Date Attribute - 20141"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-09-26|2014-09-26|201439|"Date Attribute - 201439"|201409|"Date Attribute - 201409"|2014|"Date Attribute - 2014"|20143|"Date Attribute - 20143"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2013-07-25|2013-07-25|201330|"Date Attribute - 201330"|201307|"Date Attribute - 201307"|2013|"Date Attribute - 2013"|20133|"Date Attribute - 20133"|2013|"Date Attribute - 2013"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-02-03|2014-02-03|201406|"Date Attribute - 201406"|201402|"Date Attribute - 201402"|2014|"Date Attribute - 2014"|20141|"Date Attribute - 20141"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2013-07-18|2013-07-18|201329|"Date Attribute - 201329"|201307|"Date Attribute - 201307"|2013|"Date Attribute - 2013"|20133|"Date Attribute - 20133"|2013|"Date Attribute - 2013"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-08-22|2014-08-22|201434|"Date Attribute - 201434"|201408|"Date Attribute - 201408"|2014|"Date Attribute - 2014"|20143|"Date Attribute - 20143"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2013-08-25|2013-08-25|201334|"Date Attribute - 201334"|201308|"Date Attribute - 201308"|2013|"Date Attribute - 2013"|20133|"Date Attribute - 20133"|2013|"Date Attribute - 2013"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-03-08|2014-03-08|201410|"Date Attribute - 201410"|201403|"Date Attribute - 201403"|2014|"Date Attribute - 2014"|20141|"Date Attribute - 20141"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-07-06|2014-07-06|201427|"Date Attribute - 201427"|201407|"Date Attribute - 201407"|2014|"Date Attribute - 2014"|20143|"Date Attribute - 20143"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-01-26|2014-01-26|201404|"Date Attribute - 201404"|201401|"Date Attribute - 201401"|2014|"Date Attribute - 2014"|20141|"Date Attribute - 20141"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2013-11-12|2013-11-12|201346|"Date Attribute - 201346"|201311|"Date Attribute - 201311"|2013|"Date Attribute - 2013"|20134|"Date Attribute - 20134"|2013|"Date Attribute - 2013"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-02-05|2014-02-05|201406|"Date Attribute - 201406"|201402|"Date Attribute - 201402"|2014|"Date Attribute - 2014"|20141|"Date Attribute - 20141"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2015-05-13|2015-05-13|201520|"Date Attribute - 201520"|201505|"Date Attribute - 201505"|2015|"Date Attribute - 2015"|20152|"Date Attribute - 20152"|2015|"Date Attribute - 2015"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2013-07-06|2013-07-06|201327|"Date Attribute - 201327"|201307|"Date Attribute - 201307"|2013|"Date Attribute - 2013"|20133|"Date Attribute - 20133"|2013|"Date Attribute - 2013"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2015-05-16|2015-05-16|201520|"Date Attribute - 201520"|201505|"Date Attribute - 201505"|2015|"Date Attribute - 2015"|20152|"Date Attribute - 20152"|2015|"Date Attribute - 2015"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2013-12-25|2013-12-25|201352|"Date Attribute - 201352"|201312|"Date Attribute - 201312"|2013|"Date Attribute - 2013"|20134|"Date Attribute - 20134"|2013|"Date Attribute - 2013"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2015-02-22|2015-02-22|201508|"Date Attribute - 201508"|201502|"Date Attribute - 201502"|2015|"Date Attribute - 2015"|20151|"Date Attribute - 20151"|2015|"Date Attribute - 2015"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-11-30|2014-11-30|201448|"Date Attribute - 201448"|201411|"Date Attribute - 201411"|2014|"Date Attribute - 2014"|20144|"Date Attribute - 20144"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-01-04|2014-01-04|201401|"Date Attribute - 201401"|201401|"Date Attribute - 201401"|2014|"Date Attribute - 2014"|20141|"Date Attribute - 20141"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-10-12|2014-10-12|201441|"Date Attribute - 201441"|201410|"Date Attribute - 201410"|2014|"Date Attribute - 2014"|20144|"Date Attribute - 20144"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2015-01-28|2015-01-28|201505|"Date Attribute - 201505"|201501|"Date Attribute - 201501"|2015|"Date Attribute - 2015"|20151|"Date Attribute - 20151"|2015|"Date Attribute - 2015"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-05-11|2014-05-11|201419|"Date Attribute - 201419"|201405|"Date Attribute - 201405"|2014|"Date Attribute - 2014"|20142|"Date Attribute - 20142"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-11-17|2014-11-17|201447|"Date Attribute - 201447"|201411|"Date Attribute - 201411"|2014|"Date Attribute - 2014"|20144|"Date Attribute - 20144"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2015-04-28|2015-04-28|201518|"Date Attribute - 201518"|201504|"Date Attribute - 201504"|2015|"Date Attribute - 2015"|20152|"Date Attribute - 20152"|2015|"Date Attribute - 2015"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2015-05-12|2015-05-12|201520|"Date Attribute - 201520"|201505|"Date Attribute - 201505"|2015|"Date Attribute - 2015"|20152|"Date Attribute - 20152"|2015|"Date Attribute - 2015"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-03-28|2014-03-28|201413|"Date Attribute - 201413"|201403|"Date Attribute - 201403"|2014|"Date Attribute - 2014"|20141|"Date Attribute - 20141"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-12-21|2014-12-21|201451|"Date Attribute - 201451"|201412|"Date Attribute - 201412"|2014|"Date Attribute - 2014"|20144|"Date Attribute - 20144"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2015-06-14|2015-06-14|201524|"Date Attribute - 201524"|201506|"Date Attribute - 201506"|2015|"Date Attribute - 2015"|20152|"Date Attribute - 20152"|2015|"Date Attribute - 2015"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2015-04-10|2015-04-10|201515|"Date Attribute - 201515"|201504|"Date Attribute - 201504"|2015|"Date Attribute - 2015"|20152|"Date Attribute - 20152"|2015|"Date Attribute - 2015"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-08-01|2014-08-01|201431|"Date Attribute - 201431"|201408|"Date Attribute - 201408"|2014|"Date Attribute - 2014"|20143|"Date Attribute - 20143"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2014-04-11|2014-04-11|201415|"Date Attribute - 201415"|201404|"Date Attribute - 201404"|2014|"Date Attribute - 2014"|20142|"Date Attribute - 20142"|2014|"Date Attribute - 2014"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2013-11-10|2013-11-10|201345|"Date Attribute - 201345"|201311|"Date Attribute - 201311"|2013|"Date Attribute - 2013"|20134|"Date Attribute - 20134"|2013|"Date Attribute - 2013"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2015-04-01|2015-04-01|201514|"Date Attribute - 201514"|201504|"Date Attribute - 201504"|2015|"Date Attribute - 2015"|20152|"Date Attribute - 20152"|2015|"Date Attribute - 2015"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2013-08-19|2013-08-19|201334|"Date Attribute - 201334"|201308|"Date Attribute - 201308"|2013|"Date Attribute - 2013"|20133|"Date Attribute - 20133"|2013|"Date Attribute - 2013"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
50|2013-09-12|2013-09-12|201337|"Date Attribute - 201337"|201309|"Date Attribute - 201309"|2013|"Date Attribute - 2013"|20133|"Date Attribute - 20133"|2013|"Date Attribute - 2013"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|-1|"Date Attribute - -1"|"I"|1.001|1.001
